,0,1,2
0,Image_name,IoU,State
1,/CFD_001.jpg,44.20786719595814,Detect
2,/CFD_007.jpg,36.236559139784944,Detect
3,/CFD_011.jpg,27.408552292632667,Detect
4,/CFD_013.jpg,31.585781528972568,Detect
5,/CFD_014.jpg,27.743778049775603,Detect
6,/CFD_019.jpg,30.839338702840184,Detect
7,/CFD_037.jpg,18.60421369450715,Detect
8,/CFD_040.jpg,24.662531922655965,Detect
9,/CFD_047.jpg,24.250090350560175,Detect
10,/CFD_070.jpg,37.392094502498864,Detect
11,/CFD_080.jpg,41.14421930870083,Detect
12,/CFD_082.jpg,10.606060606060606,Detect
13,/CFD_084.jpg,34.826482894413,Detect
14,/CFD_088.jpg,39.754246476328156,Detect
15,/CFD_108.jpg,31.151515151515152,Detect
16,/CFD_109.jpg,36.66969972702457,Detect
17,/CFD_111.jpg,34.10174880763116,Detect
18,/CFD_118.jpg,31.923671995874166,Detect
19,/CRACK500_20160222_080933_361_1.jpg,78.14060699193239,Detect
20,/CRACK500_20160222_081031_641_361.jpg,77.3680636011346,Detect
21,/CRACK500_20160222_081102_1921_721.jpg,42.986828052687784,Detect
22,/CRACK500_20160222_081102_1_721.jpg,37.71043771043771,Detect
23,/CRACK500_20160222_081111_641_361.jpg,44.133215703573,Detect
24,/CRACK500_20160222_081113_1921_721.jpg,40.55371417430298,Detect
25,/CRACK500_20160222_081839_1_721.jpg,45.9954233409611,Detect
26,/CRACK500_20160222_081908_641_721.jpg,34.88213187564059,Detect
27,/CRACK500_20160222_114759_1921_361.jpg,46.146146146146144,Detect
28,/CRACK500_20160222_114759_1921_721.jpg,60.61164681414256,Detect
29,/CRACK500_20160222_114759_641_361.jpg,27.47652226598001,Detect
30,/CRACK500_20160222_115219_1281_721.jpg,15.24390243902439,Detect
31,/CRACK500_20160222_115224_1281_1081.jpg,50.8364934195851,Detect
32,/CRACK500_20160222_115224_1281_361.jpg,11.26637554585153,Detect
33,/CRACK500_20160222_115305_1281_1081.jpg,38.42097960316359,Detect
34,/CRACK500_20160222_115305_1921_361.jpg,40.98127035830619,Detect
35,/CRACK500_20160222_115305_641_1.jpg,48.65024630541872,Detect
36,/CRACK500_20160222_115305_641_721.jpg,39.13871951219512,Detect
37,/CRACK500_20160222_115324_1281_721.jpg,56.64432176656151,Detect
38,/CRACK500_20160222_115324_641_1081.jpg,52.7637746528699,Detect
39,/CRACK500_20160222_115519_641_721.jpg,16.131830008673028,Detect
40,/CRACK500_20160222_115828_641_1.jpg,28.58921161825726,Detect
41,/CRACK500_20160222_115833_1921_1081.jpg,28.013728013728013,Detect
42,/CRACK500_20160222_115833_641_361.jpg,49.18514560512958,Detect
43,/CRACK500_20160222_115843_1281_361.jpg,16.609783845278724,Detect
44,/CRACK500_20160222_115847_1281_361.jpg,13.531799729364005,Detect
45,/CRACK500_20160222_115847_641_361.jpg,29.76791120080727,Detect
46,/CRACK500_20160222_163940_1281_1081.jpg,20.66115702479339,Detect
47,/CRACK500_20160222_163940_1_1081.jpg,21.387492459280114,Detect
48,/CRACK500_20160222_163940_1_361.jpg,12.801841837554212,Detect
49,/CRACK500_20160222_163940_641_1081.jpg,25.467025191055757,Detect
50,/CRACK500_20160222_164141_1281_1.jpg,11.75978821234499,Detect
51,/CRACK500_20160222_164141_1921_721.jpg,23.916666666666668,Detect
52,/CRACK500_20160222_164141_1_1081.jpg,41.53012514514256,Detect
53,/CRACK500_20160222_164822_1281_1.jpg,0.0,No_detect
54,/CRACK500_20160222_164822_641_1.jpg,48.507258285401264,Detect
55,/CRACK500_20160222_164822_641_361.jpg,62.31718898385565,Detect
56,/CRACK500_20160222_164825_641_721.jpg,71.31552199796718,Detect
57,/CRACK500_20160222_164851_641_1081.jpg,33.90296601846396,Detect
58,/CRACK500_20160222_164936_641_361.jpg,8.861985472154963,Detect
59,/CRACK500_20160222_165037_1921_361.jpg,39.631187318020054,Detect
60,/CRACK500_20160222_165037_1_361.jpg,74.8109130199892,Detect
